run_id,policySize,policy,len_c0,len_c1,len_c2,len_c3,len_c0_encoded,len_c1_encoded,len_c2_encoded,len_c3_encoded
24,3,and or ARÉ_ZNZGHfD3_Bçn P1úTkGW0QTpPm8WÕ685DzU7ÂMSÉN P1úTkGW0QTpPm8WÕ685DzU7ÂMSÉN,122,366,366,366,164,494,494,494
26,3,or M8RábOyú or fmeGtÚPUPpe4HO6 M8RábOyú,122,366,366,366,164,494,494,494
22,3,and or xâ56mê1KXJEû xâ56mê1KXJEû UmÇHIvmçxb,122,366,366,366,164,494,494,494
20,3,or PUtmÂnqgÂ_g2ámõsacXV9 and ISUgFkRGf6eOmÕ0WxáTÉ3êaiGY1LXO ISUgFkRGf6eOmÕ0WxáTÉ3êaiGY1LXO,122,366,366,366,164,494,494,494
29,3,and rvDaáÂWQVÉ and rvDaáÂWQVÉ l8úHçÉ_úmnÃV7açY,122,366,366,366,164,494,494,494
27,3,and and éFhpTQZCA 25ÚZyÚKX éFhpTQZCA,122,366,366,366,164,494,494,494
38,4,or oõbHWGQGx_PYÃÁBõzç or and WÛ1fû WÛ1fû ÃÂ7é3ÚÕRALÉSjBçe,122,488,488,488,164,659,659,659
32,4,and and 9KXA_ûp cÛãVC8y and cÛãVC8y HÁVvúKwêsz,122,488,488,488,164,659,659,659
34,4,and or eYdõÚ4hitcÊd õ4nFç2JwFoÚtTwÂÂeP and õ4nFç2JwFoÚtTwÂÂeP eYdõÚ4hitcÊd,122,488,488,488,164,659,659,659
36,4,or RHRÉe4uMWMiõéZDY and RHRÉe4uMWMiõéZDY and RHRÉe4uMWMiõéZDY fWDt5KásUÚ3d3vÃÂsVÉwÚé8,122,488,488,488,164,659,659,659
30,4,and or or mûle4kÚã7 ks8AfÃ4t_nágacû8S1ãÂ mûle4kÚã7 ks8AfÃ4t_nágacû8S1ãÂ,122,488,488,488,164,659,659,659
31,4,and or rÛYÉÉOÛfKA1 BVxãHéEÃQykÂâEûSyRA and tûHM0 BVxãHéEÃQykÂâEûSyRA,122,488,488,488,164,659,659,659
35,4,or Ési1É2D8 or nMTrmSQDÃ80Gi or NiLéPGJz1Dé3QÁPIE3âzl NiLéPGJz1Dé3QÁPIE3âzl,122,488,488,488,164,659,659,659
39,4,or or and OÇÛ4iWÉQLpMXVR OÇÛ4iWÉQLpMXVR ú34wIBUj FjxP9HéPs51Ab6uEXYûEkÛD,122,488,488,488,164,659,659,659
37,4,or or excdLÁ62 bSIvsrÛdlãhIWÕúçzÉb and excdLÁ62 nÕÉ7êOtUõõAbXyH6ÇBlê_IgwP55cb0,122,488,488,488,164,659,659,659
33,4,and xçc02ÛwXedÛULen or xçc02ÛwXedÛULen and tPH3ÛEr6orÚzÇ6çtÛLaO tPH3ÛEr6orÚzÇ6çtÛLaO,122,488,488,488,164,659,659,659
47,5,and or and Á1yo4GGqM6hÂÕvTâ8JÁKâpÂ IzSCZFcêéÛEõXQêQqêW76ÛÛy IzSCZFcêéÛEõXQêQqêW76ÛÛy or Vãdsõcb8Prcazf_ÉÁqxQãÕáç IzSCZFcêéÛEõXQêQqêW76ÛÛy,122,610,610,610,164,824,824,824
44,5,or UÚIûõk and 6ÕÚâÂmx8en657áfs5Hf and Êzçv2pêÕENáÕÉBVráyNN and 0dPéiZÂK4qKaéÃ6FyUÕÚõtKq Êzçv2pêÕENáÕÉBVráyNN,122,610,610,610,164,824,824,824
45,5,or or or É2dYVõYhyccÁM6ÛÕLoR5yÕêoP É2dYVõYhyccÁM6ÛÕLoR5yÕêoP OuÁuQoHXJêH or É2dYVõYhyccÁM6ÛÕLoR5yÕêoP É2dYVõYhyccÁM6ÛÕLoR5yÕêoP,122,610,610,610,164,824,824,824
46,5,or or or zi5ékBtÚFit JrnÚCâCkfyLuSCgrvtNp zi5ékBtÚFit or QMHrMi6Ên_UH18Vvâ2 JrnÚCâCkfyLuSCgrvtNp,122,610,610,610,164,824,824,824
43,5,and and and SMuC7ê3goêIQ1K1TX6 Â8õOêáÃÃqwûGiyCÉÁjmAnunyMV0 SMuC7ê3goêIQ1K1TX6 or R__ZêúpIB9 R__ZêúpIB9,122,610,610,610,164,824,824,824
49,5,or tnHZfyedrÚebZÊNÂWMÃA5jDbwBAêB and 6ÕibãFjd0UNM_RãxTnçÛT or UÊ3o_pCkR and ûNWTêsJY0tNéMeçy2 UÊ3o_pCkR,122,610,610,610,164,824,824,824
42,5,and and and yzÚáviMêPç or yzÚáviMêPç qLRaÊW yzÚáviMêPç qLRaÊW,122,610,610,610,164,824,824,824
48,5,and áQwxékuYevk or éRÃhFGOgJAâUB and and a4bXrTãP8IMÃ áQwxékuYevk a4bXrTãP8IMÃ,122,610,610,610,164,824,824,824
40,5,or or cõÊHNCÉÁÕfWÛxhyÂÚÕÇyF 7úÛd71yjydoUxÛ or kÇvT7oêVOkTúF8GûlQ4 or kÇvT7oêVOkTúF8GûlQ4 kÇvT7oêVOkTúF8GûlQ4,122,610,610,610,164,824,824,824
41,5,or or H3ÊÉXipeyKa QÊÉ9wHenbbYvQLÕ_vzá or and H3ÊÉXipeyKa H3ÊÉXipeyKa y24Nyvlj6éTerTUrÉ,122,610,610,610,164,824,824,824
54,6,or and and éUFêVuxõ0UájXCÇZmGwoêÛ0KmKvf IÁÃsû and IÁÃsû éUFêVuxõ0UájXCÇZmGwoêÛ0KmKvf and IÁÃsû yéwp_eWÁçdqjÛ,122,732,732,732,164,989,989,989
52,6,or xnfSc0ê and and xnfSc0ê or IZaSY xnfSc0ê and Gpbd2eoJygQûÊb4ÊaÕj504nFYuO_uÃ QÚzSÚ9uY,122,732,732,732,164,989,989,989
59,6,or and HHB2GEMs HHB2GEMs or or wõkKçgR4wÕõpy7BqõhG_éIçÚwzfBq or Çe1wO wõkKçgR4wÕõpy7BqõhG_éIçÚwzfBq 0ÁçVQÉZx5ÕWÁÊ0LNJû9ÊõgeSÚBkéû,122,732,732,732,164,989,989,989
55,6,and or and QMFAOXjZ J_VháÁXd2InaTághÉÁPCV and QMFAOXjZ QMFAOXjZ or J_VháÁXd2InaTághÉÁPCV OoéqpyI4ÉZ2qV,122,732,732,732,164,989,989,989
56,6,or or and ÇÛãRjI0CÚTzWNêqeO yI6CÃ5Q GGZeBáAOfãrDãOvvDkl6l3õt and B8áWX17PÂdçã7ÕãcjkKÃúy3 or B8áWX17PÂdçã7ÕãcjkKÃúy3 9xKpja,122,732,732,732,164,989,989,989
53,6,or and N4Û0õ00GÊ89BEm1Mmpé WObnçÇf or or ûDs7fq4ÕûÛsczZ2o aS9U4Êbr or aS9U4Êbr WObnçÇf,122,732,732,732,164,989,989,989
57,6,or or xtqu37 and xtqu37 xtqu37 and êuD4yêjCqoqGEJ0 and êuD4yêjCqoqGEJ0 A5ç__éÃtúPÃKIEqûG,122,732,732,732,164,989,989,989
51,6,and _0ûXÛwTUCA9U7J2 or or urjoÕRtQ or 7NaHÚDq0 7NaHÚDq0 or RUOÇs3bJtC urjoÕRtQ,122,732,732,732,164,989,989,989
58,6,or or çoMtHÇnÚuUI ywZVysãe and and vÊvûFMZhLIBxYrû and vÊvûFMZhLIBxYrû ywZVysãe ptgPÃ3Lêliâé3kgzYMBGM0jgmjQg,122,732,732,732,164,989,989,989
50,6,and and or JXâ8njrVnCÛKúUJ5Ê zQLEÊÂrlZÛNwscÂ7I Ag8é_hõrY2YSHâc2KÃqbR1xÉnzÕst or or Ag8é_hõrY2YSHâc2KÃqbR1xÉnzÕst JXâ8njrVnCÛKúUJ5Ê zQLEÊÂrlZÛNwscÂ7I,122,732,732,732,164,989,989,989
67,7,and or or mt1JÃTêpÕE2Pzkm3cÉBw2éugOÕP ÃMtúLV8sh8dl7SVSZ8olÂ or WCfpupÕ0ÚmKqgMxD5Z0âKWTUwãá9 or mt1JÃTêpÕE2Pzkm3cÉBw2éugOÕP WCfpupÕ0ÚmKqgMxD5Z0âKWTUwãá9 and dS3TBqXFvKRDcÉkcwo6vZYgVâYRPÛÉ dS3TBqXFvKRDcÉkcwo6vZYgVâYRPÛÉ,122,854,854,854,164,1154,1154,1154
63,7,and or or or ÊC7OQq08ÁcõpáÂÛ63ÂsuZÛa2nWõ pÁnoÂkcs2Ág PEUdoJKAT_PMDáãDHrÂyÊ6gsFb and NÛ5io92û9lHAnAAçÚá_bjAN NÛ5io92û9lHAnAAçÚá_bjAN or Yt5jáEVDWÊÚL4DâSaáZN aLPsxgGgÚGlf5êXL77xâÚUûõJsolwv,122,854,854,854,164,1154,1154,1154
68,7,or and HGÁ3ájVFnÃoÉHLwAj_BM WrY14çÁ9ç and and and WrY14çÁ9ç and qDnOR WrY14çÁ9ç qDnOR WrY14çÁ9ç,122,854,854,854,164,1154,1154,1154
65,7,and and 5POIÂGÇiHûétÕIuÛESQÕtjKéÃQp0f 1û6PXKf5ÊgyDRDúEj8A5_Qv or or and 5POIÂGÇiHûétÕIuÛESQÕtjKéÃQp0f and âHCnOloH 1û6PXKf5ÊgyDRDúEj8A5_Qv 4dHKLzÚtB_lõGMÃ68ÉGH 8IhuNKõçunkoéRLé,122,854,854,854,164,1154,1154,1154
64,7,and or and and éAmVS5bOtGeaERsWLFZ EÊ4gú2LnÇVdeáeGé7pSIfÇv EÊ4gú2LnÇVdeáeGé7pSIfÇv or lÁw4iVé lÁw4iVé and lÁw4iVé EÊ4gú2LnÇVdeáeGé7pSIfÇv,122,854,854,854,164,1154,1154,1154
60,7,or or or áPlqg_év0ÉSe glvXwJmLgeH0wVUutéu and and glvXwJmLgeH0wVUutéu 5ÛAÃÕÊ6Ox9ÕÃ1fLÊmÕrsw50_ÕS0N9 or 5ÛAÃÕÊ6Ox9ÕÃ1fLÊmÕrsw50_ÕS0N9 5ÛAÃÕÊ6Ox9ÕÃ1fLÊmÕrsw50_ÕS0N9 glvXwJmLgeH0wVUutéu,122,854,854,854,164,1154,1154,1154
66,7,or or ÛAáb3sÉbPVK or Y6é11ç6tJÚFbêUxwvy and or Y6é11ç6tJÚFbêUxwvy hNe4Lúár ÛAáb3sÉbPVK or yé52ÇvJNéÂszEMHEBpÁ ÛAáb3sÉbPVK,122,854,854,854,164,1154,1154,1154
62,7,or or and or ÃJstO4c90ãRFf1toY or NeFBPãÊûQ9ne8ÚAçéSyn çIsdgiAONFÂE1ÛOKÛÁ9rO and NeFBPãÊûQ9ne8ÚAçéSyn NeFBPãÊûQ9ne8ÚAçéSyn NeFBPãÊûQ9ne8ÚAçéSyn ÃJstO4c90ãRFf1toY,122,854,854,854,164,1154,1154,1154
61,7,or and and RêJêZFXtfoFxoxOhxGhN4Wgõd6 tpápÇBÃbM jvYiOnSXÉOJãCmapk or and A4héQçÇÕPVU4839 and A4héQçÇÕPVU4839 A4héQçÇÕPVU4839 tujHeÂ2DzN6â,122,854,854,854,164,1154,1154,1154
69,7,or and and and 1lLéK and éÇ4ÇÁ JM6bDk0stS87 JM6bDk0stS87 and cde2MmÛLTÊ 6õÛ3KUTboxwÊ6yOeVÃf_ÁãZÁdãmçM0 JM6bDk0stS87,122,854,854,854,164,1154,1154,1154
76,8,or and and and ZOlqQEÇs0EQzSxNÃl9võUCO and KBbÂvTdmEaBõf or RgR57HÉsqÇ KBbÂvTdmEaBõf and ÕdÉYiK KBbÂvTdmEaBõf Õ9pé7hPSõÃçÇCZÊjqi7ãéé3k át7YAâé2o,122,976,976,976,164,1319,1319,1319
78,8,and and OÃcÕUÛÇLmX0AaádbJPP_yû3RÊpxeB OÃcÕUÛÇLmX0AaádbJPP_yû3RÊpxeB and or UgfdZsV and sÛÚMXúN4V or úBFqPÁAâLJ6kMÛRÇzckêvCoE UgfdZsV and OÃcÕUÛÇLmX0AaádbJPP_yû3RÊpxeB OÃcÕUÛÇLmX0AaádbJPP_yû3RÊpxeB,122,976,976,976,164,1319,1319,1319
74,8,or and and GêWkcêÚçHVVUYA or ZNhÛTXqÊ or GêWkcêÚçHVVUYA hzáÉÂI_00P7 hzáÉÂI_00P7 or hzáÉÂI_00P7 and GêWkcêÚçHVVUYA hzáÉÂI_00P7,122,976,976,976,164,1319,1319,1319
79,8,or and and and CgtBçãgêPkWd KmpUFYU5ç2uEIbtm41 8NSmKotc1ixprÊrib7cdvT and 8NSmKotc1ixprÊrib7cdvT and cYçWSÛxod0dÛMF7SpcÇ A6wmChÂhXuEÚlFÉeãJõy and ÚsFúS0Â3jbh5eWãrFV4vzãUdç ÃÕoX_hG5GBnéBûçruA,122,976,976,976,164,1319,1319,1319
71,8,or 7âÁwCEfy3sGEuZB6LrPé and or BZxÂSyOjqáCu or 7âÁwCEfy3sGEuZB6LrPé or ÇÂ7õGÇx32j and or áÂqûavWGhÇ72Dbx4ÊÕa2T éuâsuYD BZxÂSyOjqáCu éuâsuYD,122,976,976,976,164,1319,1319,1319
70,8,or or or ãxPÊÃUGTNdB4WBECÂ and Pû0g2yl8BaãRmwQzuW5ZGúln8Aph hSÃÃwã8ÚúM9ãTÁûWã and or ãxPÊÃUGTNdB4WBECÂ Pû0g2yl8BaãRmwQzuW5ZGúln8Aph hSÃÃwã8ÚúM9ãTÁûWã and bf8ValxÛsçÁ7õVÊáliÉYSp_súPÕ hSÃÃwã8ÚúM9ãTÁûWã,122,976,976,976,164,1319,1319,1319
75,8,and 6suÂ3D and and or CQS5ÛBiUVfÉdRÚZãQ7 oFéâHfksLQCÛx28b9bYEáq or CQS5ÛBiUVfÉdRÚZãQ7 Lâg6Ê7SÃfzúpAu or or y3uFSS oFéâHfksLQCÛx28b9bYEáq CQS5ÛBiUVfÉdRÚZãQ7,122,976,976,976,164,1319,1319,1319
72,8,and and and or 1E4y4fÉQJbûW or êséRtLnõ1uBTBDl9 BzckMÊb0ÚGÃqto37Zi0 or qOH_2 or MxIUVÁççêhÁ7ãgVT6VXDceaS9 MxIUVÁççêhÁ7ãgVT6VXDceaS9 b1G3zqCÊztdtrá_VÉOv52FúÕ 1lzdMé3vm5vc9ÉÃYVuÇAdéÚaZC8q,122,976,976,976,164,1319,1319,1319
73,8,and and and and ÇavbSKâvMVX5F8k2ûyj3PxêCÁI0û ÇavbSKâvMVX5F8k2ûyj3PxêCÁI0û HÕâ8õF ÇavbSKâvMVX5F8k2ûyj3PxêCÁI0û or and or ÇavbSKâvMVX5F8k2ûyj3PxêCÁI0û údjúgkf_m1FÉMGGáÂáI2ZKsqEMf údjúgkf_m1FÉMGGáÂáI2ZKsqEMf ÇavbSKâvMVX5F8k2ûyj3PxêCÁI0û,122,976,976,976,164,1319,1319,1319
77,8,and RV1JwpÂPbHçâKbúY or and and and U4eu0 _jVnf_jãNIYDVJFOQsWÇYúune32õF JAHBLaú3ê_7fûlL4ráÁeboé JAHBLaú3ê_7fûlL4ráÁeboé and or U4eu0 RV1JwpÂPbHçâKbúY ÁJd1iÕáHûAK,122,976,976,976,164,1319,1319,1319
86,9,or and or éUoMÉhTûEaÉNÂyw or éUoMÉhTûEaÉNÂyw Mz4Os3çkJ6ÃâyÛÊuBJéÊ_MlQú or or éUoMÉhTûEaÉNÂyw HOsûõtHÁçDSpaGãvAVQáOçvKx0 or _9á9JxêvjêOcqzP7â _9á9JxêvjêOcqzP7â or WjHÊZaG9uNõxwmUSx6HuGEfd HOsûõtHÁçDSpaGãvAVQáOçvKx0,122,1098,1098,1098,164,1484,1484,1484
89,9,or and or éVxBydcti6QM jLWûbNWjdEC3rêcnY2w6Ã6XuxÇfw1 éVxBydcti6QM or and or êpV0C_iD88RaoÉ J7ÊzsVç3v2TwãxBOpJÕ3OcáMh or and J7ÊzsVç3v2TwãxBOpJÕ3OcáMh J7ÊzsVç3v2TwãxBOpJÕ3OcáMh 4b4kçhGKHsGÛÕdNkÇWaGÚ9Á184E J7ÊzsVç3v2TwãxBOpJÕ3OcáMh,122,1098,1098,1098,164,1484,1484,1484
84,9,or and or V7UVw6 or lm8wQenmqUVPQú5ÚwâwtEsfI udA1cêurbaFf or udA1cêurbaFf V7UVw6 or and UCbGXTrõzpm1aCKmXáÕP_ lm8wQenmqUVPQú5ÚwâwtEsfI and rx4ÕÕv udA1cêurbaFf,122,1098,1098,1098,164,1484,1484,1484
88,9,and or ãw3aâéxÉwD36ÁaõHE7wMNjÃLyhwAç and or Êz_ÚUbbxGÛÃinúvJÛw_li hSkVÃaPé3qQ5IÇ or LomipÉxLoWVvÕjDbF0ûV5û and ãw3aâéxÉwD36ÁaõHE7wMNjÃLyhwAç and 0ãÉXRé6Y4ÉflDYâuiêAmdSh4DHiM 0ãÉXRé6Y4ÉflDYâuiêAmdSh4DHiM and ÊfçhG087uZZXGHYw7S1GlAw7 ÊfçhG087uZZXGHYw7S1GlAw7,122,1098,1098,1098,164,1484,1484,1484
80,9,and and Ú612fdõI2Xé7NgzVã2FYá1ê5 and _UWvXnaêJÉ L4úpwWr or or or s4SfMZtfêêsiJfPjp _YlWN3pPmq6zXBNWûoGn1 L4úpwWr or _UWvXnaêJÉ and _YlWN3pPmq6zXBNWûoGn1 L4úpwWr,122,1098,1098,1098,164,1484,1484,1484
87,9,and or VûnOCZVú3oPjLovyJzp9ySÁGe_lzy jbj6ÂQTit1Uç and or or jbj6ÂQTit1Uç jbj6ÂQTit1Uç and or çHOõÕoÉûZFE jbj6ÂQTit1Uç jbj6ÂQTit1Uç or TJAá53ÊuÁQVv2ÂgãAuOGSbTÚÁrÁRÉ TJAá53ÊuÁQVv2ÂgãAuOGSbTÚÁrÁRÉ,122,1098,1098,1098,164,1484,1484,1484
81,9,or and and ÂqûWp6NYpvTMiêIûau1IyMUãTRPNÇ ÂqûWp6NYpvTMiêIûau1IyMUãTRPNÇ or or 0SZDI3MséÉQiê76fâÃfEuui1X and and XvWNáéY7 0SZDI3MséÉQiê76fâÃfEuui1X p8W7CKBÁBúãU ghwûúl_MkYQáSâuQxNRCCu or 0SZDI3MséÉQiê76fâÃfEuui1X ÂqûWp6NYpvTMiêIûau1IyMUãTRPNÇ,122,1098,1098,1098,164,1484,1484,1484
83,9,and 4wÕvGéEkÛ_6zOamõÇtáúX0U or or KiGâFpuJOeX4Ú0uÇâ8çUfsIç or or SÇhÁbw SÇhÁbw 0uCNãlS4uõciVDC_eãÇbÕ or and mLfáÁzO0Ã VWzWIAMSúmxtxcbi2EFÛ and wpÁû0xyÁÕjxCsúmdÁWu mLfáÁzO0Ã,122,1098,1098,1098,164,1484,1484,1484
85,9,or ÕZ0âyWÃÇ or or or oFYÛoõpõÂoHÚGKÚêVEwbeeEWcsKõ oFYÛoõpõÂoHÚGKÚêVEwbeeEWcsKõ vjq6A4çqçk06irEme and and or or ÂWÂ9EûOãaQHÚ TkêJeWÇÕSI R05Ú2O2O4pPÃãûcN ÂWÂ9EûOãaQHÚ jRMXdMÁÃu7zÁ7zqQãgWT_ã1z6,122,1098,1098,1098,164,1484,1484,1484
82,9,or yéTGiêY7eéZw1ã0 and or l2pQÃl l2pQÃl or or and l2pQÃl tPruIYy3Súh and l2pQÃl zmUXl8bEwÚ8Û4mEqRRÕÚ and yéTGiêY7eéZw1ã0 yéTGiêY7eéZw1ã0,122,1098,1098,1098,164,1484,1484,1484
93,10,or or or CuÉnz58HXVim or LÊDãBÚAQ and cZçHhrj8TyR8júXzRMa and êgÚKÁC ç3DkpJ_18QK8TW CuÉnz58HXVim or or cg77fxp cg77fxp or Çd7SrBg LÊDãBÚAQ,122,1220,1220,1220,164,1649,1649,1649
98,10,and _M9r15Or2eElWXFsPPW7_D or and and or fÁúoáu6rKNAeuuÊçfõÊlEyúÁGõ fÁúoáu6rKNAeuuÊçfõÊlEyúÁGõ or ûDLLÁ pûÂmGoW ûDLLÁ or and or pûÂmGoW _M9r15Or2eElWXFsPPW7_D CÉ6ÕmF6âõúç8PÂá_L CÉ6ÕmF6âõúç8PÂá_L,122,1220,1220,1220,164,1649,1649,1649
91,10,or and NX1PdúÁT8HÃRGfõÕêÛSFdÇgjxZ_c or or lYÛ4V0BWIYbF6ûeu or sc7uQkfaGO30k1tqMsDjAõAáT_BaxX plvÇû and and Y5rVq6T Y5rVq6T Mxznçhú or or sc7uQkfaGO30k1tqMsDjAõAáT_BaxX lYÛ4V0BWIYbF6ûeu sc7uQkfaGO30k1tqMsDjAõAáT_BaxX,122,1220,1220,1220,164,1649,1649,1649
99,10,or Ã9miM6 or or or and and Ã9miM6 ûe9uIi_U6DOvEûAiEPaûF KPmkPf4wXs8õGWHÛAkÊruxMG or úlSJKab Ã9miM6 and úlSJKab d0õ6vN63W and jõéjm Ã9miM6,122,1220,1220,1220,164,1649,1649,1649
95,10,and and or S_PHMm9AWH and oÊu3hQ7 S_PHMm9AWH S_PHMm9AWH and S_PHMm9AWH and and Êt6ÂCC3SiÕIkMm9Ç É7nGItQ5DiP0É_azkÊ6Lzã or or É7nGItQ5DiP0É_azkÊ6Lzã ÉlEÛu7WáOjvgv7 S_PHMm9AWH,122,1220,1220,1220,164,1649,1649,1649
92,10,and or or jÇõÉIIUõ 06úrIQCQjrHOSZpL23zO1eQov7úleO 06úrIQCQjrHOSZpL23zO1eQov7úleO or jÇõÉIIUõ and and 06úrIQCQjrHOSZpL23zO1eQov7úleO and jÇõÉIIUõ and 4EvÁ9cJ6COBÛYIPõaÂúErmgTB zZM8y and WtUP6AánW8Y7yR63wÚfuVeQLQAN jÇõÉIIUõ,122,1220,1220,1220,164,1649,1649,1649
94,10,or and or and uHOá7çknÃNLLÊI0Õ_Lcno9ÉZf9âTQ and 2lnõVfúFHYnorsd or rt_Õ9áJçSÃ27MaIÛÊé_ nMUObyõéÕ 8DLúZáûU_ÛÛBui9Â or 8DLúZáûU_ÛÛBui9Â 8DLúZáûU_ÛÛBui9Â and or rt_Õ9áJçSÃ27MaIÛÊé_ 8DLúZáûU_ÛÛBui9Â nMUObyõéÕ,122,1220,1220,1220,164,1649,1649,1649
96,10,and or QoRgêÕXjãlEiusHKÛ3IãT KVÉXÊáKsIÂgÕaárfI and or and cjkG9zÉ99x and KVÉXÊáKsIÂgÕaárfI and and and OxlázWeAGf9rm9Vq_IN ÕZAÇçTêpnnÁOInIãrwVD3fp0 ãxÂSMTÉrÉJXZdÃ cjkG9zÉ99x YHeIZÂ1ÛA ÕZAÇçTêpnnÁOInIãrwVD3fp0,122,1220,1220,1220,164,1649,1649,1649
90,10,and or or stÉPpÚûIâ0KjqVÇÇ3õZcUmúç2g ÉJTT6f8CnypEr ZfxwõcXÂdXfJ3CMqRmHÃ7k or stÉPpÚûIâ0KjqVÇÇ3õZcUmúç2g and ÉJTT6f8CnypEr or or uVoEupáUVK88HçÁyTõlF7aCê or or ÉJTT6f8CnypEr uVoEupáUVK88HçÁyTõlF7aCê jg6âû WqmxR4ÛJ,122,1220,1220,1220,164,1649,1649,1649
97,10,and or eDÉLévWÕMdhiNÉuHÂOÚP1OTÕÃn oadGo2DcIWx7mÂJAZr and and úYÂiÕÚhkNáFk_2pÂÉÂçÕXB2qÛ_FRÃ úYÂiÕÚhkNáFk_2pÂÉÂçÕXB2qÛ_FRÃ and and eDÉLévWÕMdhiNÉuHÂOÚP1OTÕÃn eDÉLévWÕMdhiNÉuHÂOÚP1OTÕÃn or fK44Nû019h2XOrB8fqo6çÉyrAZ or AeoMVhf1XÛm and 68Lwn VNwÁbCzVJpÁ6I,122,1220,1220,1220,164,1649,1649,1649
103,11,and or or or táJ5êÊEéfDGÊáX_V19JvgRUNpaSzç and and or YyrFzHAjWê7YÚvãHK3xdN6nL OUÉ8g6KadZ mÁâÕIwTNF14KG7yhJD dÕãPfPÕY9GoÉETRe6Jm4PN5ujaPND oãzrW5SLyH or or ÁêÇmÛVâPnyxiYBbAáçÊwxçvXÃ OUÉ8g6KadZ and g9TeÃxÂjE3húmaÊtFnw98mb g9TeÃxÂjE3húmaÊtFnw98mb YyrFzHAjWê7YÚvãHK3xdN6nL,122,1342,1342,1342,164,1814,1814,1814
106,11,or and or or or jQÚJef 7kBenÚX4IÛvçk9CÕXÊÃrJ wVgGMJTvnxrVfi or hoCrõirGc8vkfJr0sy cSVyãFéáoéÛõÃZõwVéMãúúO or 7kBenÚX4IÛvçk9CÕXÊÃrJ and or OÂt6Jãc3IAgolQU8C_w ZUzKU2éúUJêrQEiõçeégT OÂt6Jãc3IAgolQU8C_w or OÂt6Jãc3IAgolQU8C_w 8Êa5s5WÃ,122,1342,1342,1342,164,1814,1814,1814
100,11,or or TwOw8õÊ50ã6Ûm88zROXZSXKSyPu 3õÊFÁÂ6woneÁvvYÂa4 and and áo8ÉÇAJ4XÕJQBWúu or ÃgOlRyphéMD_aÕYÃUg TwOw8õÊ50ã6Ûm88zROXZSXKSyPu or or and ÃgOlRyphéMD_aÕYÃUg p9gútyHÛuCsoy áo8ÉÇAJ4XÕJQBWúu or and áo8ÉÇAJ4XÕJQBWúu lJqXQ1fCÂûÁLw 3jÚroÊPâIYá0eÂhE1at5Gr4fÂOokpÊ,122,1342,1342,1342,164,1814,1814,1814
