run_id,policySize,policy,len_c0,len_c1,len_c2,len_c3,len_c0_encoded,len_c1_encoded,len_c2_encoded,len_c3_encoded
23,3,or or acÉRbúFçWmûÃ xOÛjfOÂ3QÂ5çâEÂeM xOÛjfOÂ3QÂ5çâEÂeM,122,366,366,366,164,494,494,494
25,3,or uuêÛfVTeQlMfÚKrhjiÛVYgnuHWã or áÃEKSÇ2XbáUÊdWsClçQw áÃEKSÇ2XbáUÊdWsClçQw,122,366,366,366,164,494,494,494
29,3,or 1pÁUéYHÁmúÉ_3HIkâA or EÃJpP EÃJpP,122,366,366,366,164,494,494,494
21,3,or or 62kõLReyrWÃR7õQ 62kõLReyrWÃR7õQ õÂFqjnfv,122,366,366,366,164,494,494,494
27,3,or WçÂQ7ÊÛûfdãõÁcS or WçÂQ7ÊÛûfdãõÁcS Âl1X5HAlçf_g,122,366,366,366,164,494,494,494
28,3,or or fEuTÉKI2JQh7hjj PDÂKzõxVLXsÂQ7dlÂÁÁR 0z2ûdZ,122,366,366,366,164,494,494,494
26,3,or b5tÕv9NswÕ4BEÛmYÊNPV or b5tÕv9NswÕ4BEÛmYÊNPV lmNsOBrõA,122,366,366,366,164,494,494,494
24,3,or or ÛIdNÉiûLÁéÇZI1HNH5ÃõûY4ânÇûzQ ÛIdNÉiûLÁéÇZI1HNH5ÃõûY4ânÇûzQ ÛIdNÉiûLÁéÇZI1HNH5ÃõûY4ânÇûzQ,122,366,366,366,164,494,494,494
20,3,or NZseÃjI or Êé9k1cBRáfEõÊmX Êé9k1cBRáfEõÊmX,122,366,366,366,164,494,494,494
22,3,or bWDo4VjbSt or bWDo4VjbSt EkqwGr0jrEuS5Ê1Ré3êXjêpÂwvÛ0ûS,122,366,366,366,164,494,494,494
38,4,or or or É2nÃõqÕõUã98xMER6t É2nÃõqÕõUã98xMER6t NÉõLw3eãcEG3eVÇ É2nÃõqÕõUã98xMER6t,122,488,488,488,164,659,659,659
33,4,or or K6JK7BCÂZCIE or ÂÊÊAO_vÛHJCUr ÂÊÊAO_vÛHJCUr ÂÊÊAO_vÛHJCUr,122,488,488,488,164,659,659,659
35,4,or or cMcDpz 0XrAÉÊQb or 0XrAÉÊQb âxi4jtDêH7BúEê9áum2LbÂTx,122,488,488,488,164,659,659,659
36,4,or or 1_bwNûbÚeUEk6_rw 1_bwNûbÚeUEk6_rw or sÕÂVvsNtáaÚ0fQ49Oh2ZJ8eA iD6KÛoãI,122,488,488,488,164,659,659,659
32,4,or éjtyz0Wgt6SlLzLHM or or b0eteaITÚSpkyd4éQ5LMQÉfnAOp tug4êçÕÕBkkç1xÕ2rW éjtyz0Wgt6SlLzLHM,122,488,488,488,164,659,659,659
39,4,or or õÁel2SkVGeÁãáÁXMjBoQ OÊAãéRZm8ÛQiNzêKm7U4ÁBP or õÁel2SkVGeÁãáÁXMjBoQ õÁel2SkVGeÁãáÁXMjBoQ,122,488,488,488,164,659,659,659
37,4,or or ycEêãiZUGRC1uÁÃv2i6yÁÕI 7éy8Â or ycEêãiZUGRC1uÁÃv2i6yÁÕI ycEêãiZUGRC1uÁÃv2i6yÁÕI,122,488,488,488,164,659,659,659
30,4,or d2AÃõûhÉdKf72ûskajEHgDéF or d2AÃõûhÉdKf72ûskajEHgDéF or éáÉQÛTH1 d2AÃõûhÉdKf72ûskajEHgDéF,122,488,488,488,164,659,659,659
31,4,or HTEéibÕZR9lÚr or or ADaÊÃkÛMkãõuBMmÉZWFv01Wr1EF ADaÊÃkÛMkãõuBMmÉZWFv01Wr1EF 3húTÁhW,122,488,488,488,164,659,659,659
34,4,or 1t_ÂaqfÇfzPZfH_99SgfXQ8 or PÁ17ÕsETzOMTêVZ5iT_ÛJGB0 or 1t_ÂaqfÇfzPZfH_99SgfXQ8 1t_ÂaqfÇfzPZfH_99SgfXQ8,122,488,488,488,164,659,659,659
48,5,or or 8nêhw_êêWNOnPQkÉÇgiOyTYÇmieR6 or ÃQçQÉMSê ÃQçQÉMSê or ÃQçQÉMSê 8nêhw_êêWNOnPQkÉÇgiOyTYÇmieR6,122,610,610,610,164,824,824,824
46,5,or or or pûR0MBecf3 or PkJ0N7bV0r2BQeÚArmIOQMzN pûR0MBecf3 pûR0MBecf3 pûR0MBecf3,122,610,610,610,164,824,824,824
44,5,or or XWvTêmsa2ÇiqêrõoÂBûáÇ or A6hVHâTÁÉÛTOeWjGkgsuRÚdD7NWSne 1FÇÂmiÛzpUft19p3Ç9C66sr4Au or XWvTêmsa2ÇiqêrõoÂBûáÇ 1FÇÂmiÛzpUft19p3Ç9C66sr4Au,122,610,610,610,164,824,824,824
47,5,or or or ÇU3OBVOnW6çVwcr2C9mÕÁONÇÇdqO ÇU3OBVOnW6çVwcr2C9mÕÁONÇÇdqO or ÇU3OBVOnW6çVwcr2C9mÕÁONÇÇdqO 0THFmbrÊá2CAõJÇÉAVÂSnOr2GX 4LRgLSÉ,122,610,610,610,164,824,824,824
49,5,or or or ckÁNmSUK1IjPNÛHõgDkP0w 1êkçtkh_ or ARkdb_l0iV OrõÚêây9a ckÁNmSUK1IjPNÛHõgDkP0w,122,610,610,610,164,824,824,824
41,5,or or or ak0vpáMÕARYuJÕeL2q0lWeq8Â fXnQcûi7Mêlé7áilXÂrWAZ_ÇbnW Wp6oL or ÇfÂ601VfBlW_n6 Wp6oL,122,610,610,610,164,824,824,824
43,5,or or dR4L7 êéGM_gxá51qRãidh_ÂãN8 or DRQRlÊJae or DRQRlÊJae XéZÃRûRzÛe0Û,122,610,610,610,164,824,824,824
45,5,or or HTGÕscÂÕ72i7RÁHUpÁ7úâ8weÛÚcZE or 7ûMÁGMÊ5xKÂÁKté7F HTGÕscÂÕ72i7RÁHUpÁ7úâ8weÛÚcZE or HTGÕscÂÕ72i7RÁHUpÁ7úâ8weÛÚcZE éÕImkn54,122,610,610,610,164,824,824,824
42,5,or or or vwPMp1ã7Ando13_ÉlsúÊÛÚvçpUJ2ÃY 06rênVeûx VçMoynrX07uNÊdoQksçv or vwPMp1ã7Ando13_ÉlsúÊÛÚvçpUJ2ÃY vwPMp1ã7Ando13_ÉlsúÊÛÚvçpUJ2ÃY,122,610,610,610,164,824,824,824
40,5,or or 49Vip61gcÊVp9MBAAÚÉéÉ7hG or êZ46CÕpJâ5UdrC9Kw8if vdtisÃtê5czK or êZ46CÕpJâ5UdrC9Kw8if êZ46CÕpJâ5UdrC9Kw8if,122,610,610,610,164,824,824,824
58,6,or or úeLIsFzõVúrêcv1ÇJ0 or k0jyÛnyûG 4çqI6ZOxãõpB7yRfHpDRCaD or çúdêqDçNkÊwÉ8áGcwÛRDTLx or 4çqI6ZOxãõpB7yRfHpDRCaD úeLIsFzõVúrêcv1ÇJ0,122,732,732,732,164,989,989,989
59,6,or or lBiExáEDt0lwJhÃtPWgee QojkDfZjhú or YÇÃnd5 or or YÇÃnd5 lBiExáEDt0lwJhÃtPWgee lBiExáEDt0lwJhÃtPWgee,122,732,732,732,164,989,989,989
52,6,or or or kstdmõ or tfãl8ÁÉ8Kmúéb__d2NY3ÇãûêImÛ QojC3 or Clt18W8XatÇã57Âb Clt18W8XatÇã57Âb gZCAUyeçâPDWDpúUs9R5I5YUéETÉ,122,732,732,732,164,989,989,989
53,6,or zãÚjUvgâ or zãÚjUvgâ or qpõzI5v6uÇViHÛÉâCt0RSJ4ÊÃdêz or or zãÚjUvgâ zãÚjUvgâ zãÚjUvgâ,122,732,732,732,164,989,989,989
55,6,or or 6vÊ6FPCxNUÂg1Q ÃrnúÛÃQõgYlX8t_ê or or 6vÊ6FPCxNUÂg1Q ÕWÉaLWeMWé or ÃrnúÛÃQõgYlX8t_ê ÕWÉaLWeMWé,122,732,732,732,164,989,989,989
57,6,or or OJÇ3êlroÁ7CTrmTGJPê_X YH946FÕ3Á0_Mr21KY4j14Á or or or YH946FÕ3Á0_Mr21KY4j14Á 2_XJés6éM1 OJÇ3êlroÁ7CTrmTGJPê_X ûÛlRÁ4BoéD1tÃUKbÕMéu,122,732,732,732,164,989,989,989
56,6,or or or or UÕ2tIÊêã or UÕ2tIÊêã TpNRûÚÇehfÇûYpõSvu 5AXÃkWvyç5JãâZçtBNÊ ÚW1irxBpâqZt1L04 ÚW1irxBpâqZt1L04,122,732,732,732,164,989,989,989
51,6,or or ûûlNûdûP8Ãx or Úl5Kv úDPhSQ5ÂuR2trrtqÛQû2 or ÛjÕuhdscEâbJ6CtsOÂ7N_AxM4 or úDPhSQ5ÂuR2trrtqÛQû2 Úl5Kv,122,732,732,732,164,989,989,989
54,6,or or or PGÁQqdF33áU78PAMÕCTIjhõRdECMû zo6mnp2áÕWzQMêõAmCâJDGÚAU PGÁQqdF33áU78PAMÕCTIjhõRdECMû or uBhlA9DI or PGÁQqdF33áU78PAMÕCTIjhõRdECMû PGÁQqdF33áU78PAMÕCTIjhõRdECMû,122,732,732,732,164,989,989,989
50,6,or or or or VxKxgWVÃoNHEzuÉpkÕX dwd3qMtMxZfVMçtRc4VáÛyVd VxKxgWVÃoNHEzuÉpkÕX mvã5úãCIûn48U3ÁDT or ÉeáURGS_eéMpnVZcVÕ5SãÊplNdHaY mvã5úãCIûn48U3ÁDT,122,732,732,732,164,989,989,989
61,7,or or éú8foPIoLhVsLhâHvg8xÉfÁtco or or 4éFpb2õUÃ2dsLõQlâ 4éFpb2õUÃ2dsLõQlâ or âI8GXIK or Êúõ4vPYTÁx0S6 4éFpb2õUÃ2dsLõQlâ Z5ÃchVÇRApqh_NUÇubpDgBpMfÉ,122,854,854,854,164,1154,1154,1154
66,7,or 0NlaYÊyÁEVVxKK4ilazpXB2Oçúju or B2âZyOWÁ or or EaTÉZMÚMvõfSctçÉXfBibÃ or Dr4qLúSZsfQdsÂÉÛpãBivPÕxUûTK_ Dr4qLúSZsfQdsÂÉÛpãBivPÕxUûTK_ or Dr4qLúSZsfQdsÂÉÛpãBivPÕxUûTK_ 0NlaYÊyÁEVVxKK4ilazpXB2Oçúju,122,854,854,854,164,1154,1154,1154
63,7,or or or ayw4bMB1QoÂ0êlécÚÊÁCAkDuiZEWPn e_qZHlÂM5AûmLiJÊéÃqpQDõ0F7ãWiR or F1NêâtY0ÛûSCVFYqnuDwG0kyGãZmj or vYHÉekQoEsU603û1kvSIÃ1z NFPûYL5OW1miWÇliááãûç or NFPûYL5OW1miWÇliááãûç F1NêâtY0ÛûSCVFYqnuDwG0kyGãZmj,122,854,854,854,164,1154,1154,1154
64,7,or or CfõYMêCtZ or or dozvç88Xçép7ÚrtBwHaXhémaÉnABõ 9údPlbZBVÂÛÉ8cÛWTD_naOWÊõwM kDtz7dÃ0vnSsQ or 9údPlbZBVÂÛÉ8cÛWTD_naOWÊõwM or kyXbéHLéL1LÂwNhoC0 dozvç88Xçép7ÚrtBwHaXhémaÉnABõ,122,854,854,854,164,1154,1154,1154
67,7,or or kYbgêtûspD or kYbgêtûspD 82wsdoDQEõDnÉOi1rÃÉvâÚ9S or or SEsJJ33 4ÁÂYV0YõbA or RSvMbûRbMçPÃtEctooUZ0epotv x07WQXj_q_s91n,122,854,854,854,164,1154,1154,1154
69,7,or SLFzak4xûgLûxhxI or or PPLN0lmúéMnê R6WõYp0ûC or or SLFzak4xûgLûxhxI R6WõYp0ûC or cÁOMÁm7GdpAXBéHêâyÃ çúppdÚBtbé2io4âth0OwyrÕe,122,854,854,854,164,1154,1154,1154
68,7,or or or or bâÂmá_AXgçSaOêVxrznCioAzÃeVWLã ê6rzÇy2PF or bâÂmá_AXgçSaOêVxrznCioAzÃeVWLã bâÂmá_AXgçSaOêVxrznCioAzÃeVWLã lMâÂÕqmPMLn or ê6rzÇy2PF ê6rzÇy2PF,122,854,854,854,164,1154,1154,1154
60,7,or or or or ãÛLûWXBr2êâÁç1Ábh ãÛLûWXBr2êâÁç1Ábh ãÛLûWXBr2êâÁç1Ábh iêÇjSÕVND8pSÁr7ÇlEFUR122 or or ãÛLûWXBr2êâÁç1Ábh ãÛLûWXBr2êâÁç1Ábh Mmã39ÂaÚ,122,854,854,854,164,1154,1154,1154
62,7,or or or b5CBÚsSjM or âAoAmwx 5ãnHaÕO5t7Mz0Kê7éK7QêÛHQw6O or b5CBÚsSjM or paCsSAÕêâÊõ paCsSAÕêâÊõ nEajAÂÛfjHiUCAÚQfÚnÉzÕ_DxÉ,122,854,854,854,164,1154,1154,1154
65,7,or or ÚEêDa65RûtbEJúÇÕJm9 ÚEêDa65RûtbEJúÇÕJm9 or LyNÃ0ârfÛGoGDBõrNwÊQceHE or or sM4rêSay1jÃkcL LyNÃ0ârfÛGoGDBõrNwÊQceHE or ÚEêDa65RûtbEJúÇÕJm9 ÛEnÊ1R2lv,122,854,854,854,164,1154,1154,1154
70,8,or or or or _OEu9UõÊ_ÛvFÕÃQÁMkWtHUSã9ãÛA7g QJGbçéÂlO4 or or QJGbçéÂlO4 gaiÂé2Ynt0cÁQQkymlh or gaiÂé2Ynt0cÁQQkymlh _OEu9UõÊ_ÛvFÕÃQÁMkWtHUSã9ãÛA7g gaiÂé2Ynt0cÁQQkymlh õçÁÊi_éG7M5éhéqvXgw,122,976,976,976,164,1319,1319,1319
75,8,or çpcNúpÕáUj_û0MB4M or DcO5çoÇNnQe7V4nOsDt8S5Uoa or or or or fÇéTiPM or 810FHEuFypYkTnaâã1T Zv3JiúYÕêç6êGúkçÃYHLoÃIfgLtÕÛ wtMNvOtÇKdúêOGkÂFxM9p DcO5çoÇNnQe7V4nOsDt8S5Uoa DcO5çoÇNnQe7V4nOsDt8S5Uoa,122,976,976,976,164,1319,1319,1319
79,8,or or or or 6fnéxYG_ÇÁsÕUÛ6N7Táeq4KZÉqÂ0 4ÚTrJE6k3ÃHç9ÕY3iÂl or or áq31AÂdqHÂzstmyxçO áq31AÂdqHÂzstmyxçO 4ÚTrJE6k3ÃHç9ÕY3iÂl 6fnéxYG_ÇÁsÕUÛ6N7Táeq4KZÉqÂ0 or çCLâ8JbSj0s83 ârûtCgIâkCKÁU,122,976,976,976,164,1319,1319,1319
71,8,or ÕççÕTmPoiTOyOnãq5FõÉUEw or or or or ÕççÕTmPoiTOyOnãq5FõÉUEw ÕççÕTmPoiTOyOnãq5FõÉUEw wweÃAQ4BÕ2SiFNvCYáo1R2õáRtbmw3 or ÕççÕTmPoiTOyOnãq5FõÉUEw 2u_ÊqçPaKZmUhé5fAexpYoÕDÃLdûi or ÕççÕTmPoiTOyOnãq5FõÉUEw ãLe5ÉehnbA3,122,976,976,976,164,1319,1319,1319
77,8,or uL9Daõ3OiHkjwÂ_oAxC1Çm0QdDP or or fLãTLXKu2IXû2D or uL9Daõ3OiHkjwÂ_oAxC1Çm0QdDP IMãLJjTnAjwFmbudÛ7UÁÊVÕt or HJú6LÊâgõyhhOgÊõpJÊÇv or uL9Daõ3OiHkjwÂ_oAxC1Çm0QdDP or H7âvkWuáDgÂBZOiÂEÃ IMãLJjTnAjwFmbudÛ7UÁÊVÕt,122,976,976,976,164,1319,1319,1319
73,8,or or or 9SdÊyJáJaÇÃlÛ6NgáfNTG_by5Êw OuSUhvdf2êqczcõFTYmhé4 or or vf4IÁbÉeBmáV7Õopâ7mFjg or or êêPhÇ9ÁÚ2QmÁw_WÛ8iáqéá4A5 OuSUhvdf2êqczcõFTYmhé4 8ãifÃTLnõéA0KÇÇõZPÉ0o302kqfÇÇJ 9SdÊyJáJaÇÃlÛ6NgáfNTG_by5Êw vf4IÁbÉeBmáV7Õopâ7mFjg,122,976,976,976,164,1319,1319,1319
72,8,or or or or or QÕrEáûNTBG3XTmuÕub5ésqãC3mêS IRmúnfÂT IRmúnfÂT IRmúnfÂT XâgtZ0SwÇaemRcnBqÚád63jPDDj or or XâgtZ0SwÇaemRcnBqÚád63jPDDj n8Êi7fEFûÇASpch78 Yk8re2É,122,976,976,976,164,1319,1319,1319
76,8,or or or õkXSbOâãÉá5H õkXSbOâãÉá5H ÁHhÊÂÂhzJJBzÚ1y4áã or or ÊzDbÇ50ãNR6zeKésmtg0H õkXSbOâãÉá5H or or ÁHhÊÂÂhzJJBzÚ1y4áã WÊ5MVêêDÊaûÃ5AjtÃHBW õkXSbOâãÉá5H,122,976,976,976,164,1319,1319,1319
74,8,or or or or û3lSâ1n63ãUeH6ã û3lSâ1n63ãUeH6ã or N2ZH845Z or or û3lSâ1n63ãUeH6ã û3lSâ1n63ãUeH6ã N2ZH845Z QJ3SÃoãõ KÛBGcZPElIoeWshvM,122,976,976,976,164,1319,1319,1319
78,8,or or or iãPqUãAÊûMgWúy5iûpÉwWrFYB6 iãPqUãAÊûMgWúy5iûpÉwWrFYB6 7õMggUSNÁâzBw or or ÁnqBãvco5râÃaS y0lc3ãÂ6 or ÁnqBãvco5râÃaS or ÁnqBãvco5râÃaS úâÚDK4xOSPZiéZbÕmMiz7Iw,122,976,976,976,164,1319,1319,1319
88,9,or or 6FEêfOiC5mu or or ÉSaeÇêL2çHuJE6TfeH or or GGzMãû3éCNÚ8Á8Ç ÉSaeÇêL2çHuJE6TfeH or 6FEêfOiC5mu E5bÉUbIUê3Õ or MÁD_zDn6õkxpm3bhéõc8PBm1jiÉn_Ç ÉSaeÇêL2çHuJE6TfeH N4yúbgSEuXhDÚuû5isXwhvsêT,122,1098,1098,1098,164,1484,1484,1484
82,9,or or hnÕUEZsEV7AHÉúlcwûYjÁZ or or q0AQmFê q0AQmFê or XÃXJEÕeâmJNm1yC5jXé9NOáFoRNsOÚ XÃXJEÕeâmJNm1yC5jXé9NOáFoRNsOÚ or or or XÃXJEÕeâmJNm1yC5jXé9NOáFoRNsOÚ u3oNP5CWé1ÚÁÁÁiÂÕÚÃsÁwdBãN XÃXJEÕeâmJNm1yC5jXé9NOáFoRNsOÚ 2ÊjVõFÇnMwDJ8SzgEqRyO6Ã_ãkwRÕ,122,1098,1098,1098,164,1484,1484,1484
86,9,or or _MãéP or AsÃÃvHeã CIyÃhdYqN9VEãR or or or cHncZâhÂû58Ey4uÕÁ0 or or CIyÃhdYqN9VEãR AsÃÃvHeã DNFãEhédÃfy cHncZâhÂû58Ey4uÕÁ0 CIyÃhdYqN9VEãR,122,1098,1098,1098,164,1484,1484,1484
85,9,or or or N5Ftã0uúU2ZêL2A81yJ2sã k3oKIzcHÛQzJHs or or AtÉQTYmaKOê0U4 N5Ftã0uúU2ZêL2A81yJ2sã FjGuúQ5õoâp7hQQ64z or or õK_Á_Mh FjGuúQ5õoâp7hQQ64z or dAeOBVKUZÉYY7tâAdqYbdd2ê8 õK_Á_Mh,122,1098,1098,1098,164,1484,1484,1484
89,9,or yPFéOzûvÇV or or or bEF6CaÛKSgFõteeûfyAÕKÂXSdi6Û2 õmstKUçÃvWWoXEs9yûKzNHIZÉáâ 8wõU7LáCqCtÇûRÂI1OõM3 or or EeOêZCGÚlfú3ÕKgylUÃuDÃeÛ or Z2ÃêÂ EeOêZCGÚlfú3ÕKgylUÃuDÃeÛ or 8wõU7LáCqCtÇûRÂI1OõM3 yPFéOzûvÇV,122,1098,1098,1098,164,1484,1484,1484
81,9,or or 4Wiúê3IUQOG94 or 9Ê18ÛûÕjQ or 4TõPAõ ÇÉegÂJCõ8 or or 4TõPAõ WÛJ3llSUIhOm4FxÉxUR or or 9Ê18ÛûÕjQ Eúyõ9C4 9Ê18ÛûÕjQ,122,1098,1098,1098,164,1484,1484,1484
87,9,or or CÉ7wrG6JM4DyF6Úl0ãxÛVHa or âUSyy5éCHÃl 4çQÛ3HQKârXixx1KmlGDAkUÉ or or or PLãBEÚãgçoúiz6kTMvzpikû7ûpj CÉ7wrG6JM4DyF6Úl0ãxÛVHa CÉ7wrG6JM4DyF6Úl0ãxÛVHa or OsDMs4âÃUrÚ6k3çÁYA3DmCluûuê or OsDMs4âÃUrÚ6k3çÁYA3DmCluûuê VoÕ6Udg4oHMWÂ,122,1098,1098,1098,164,1484,1484,1484
80,9,or or or WJçÕx5IB7oÛÃ or WÂ1Ús7h1SLt9BúMq WÂ1Ús7h1SLt9BúMq 5úCrÊ or or WJçÕx5IB7oÛÃ rIM0CAkK0hd84áJslhúÉmPF5WMF1 or 5úCrÊ or 5úCrÊ 5úCrÊ,122,1098,1098,1098,164,1484,1484,1484
83,9,or or ApêYFçrcCe3aqXI or eÃÉJûiZAaQC1ÁêL or or XLXnY3ÂqSn ApêYFçrcCe3aqXI or ApêYFçrcCe3aqXI Wm_ãÂsiÛâÕ6ÊE5Û or or ApêYFçrcCe3aqXI PpvQiVQtywe ApêYFçrcCe3aqXI,122,1098,1098,1098,164,1484,1484,1484
84,9,or or wRMSçáaFOYD2i1sÛiGhúQnCRH 1zRVNTWXbxngNRjNOYÚZhÇiLa8p or or or DaÂÃ6Õ_o62e4DN 1zRVNTWXbxngNRjNOYÚZhÇiLa8p or wRMSçáaFOYD2i1sÛiGhúQnCRH áWtWBIJÇDsCHÕûrÛ1 or or õãiéCQbk7ûáâWR áWtWBIJÇDsCHÕûrÛ1 1zRVNTWXbxngNRjNOYÚZhÇiLa8p,122,1098,1098,1098,164,1484,1484,1484
90,10,or or or YuwKÉKWWZÛ_ElWâPÂT or bãJNKtG8tM3UMV ÃidDS8 or or bãJNKtG8tM3UMV or ÂTÚÃ4ãSnlgé5DaGJ8SqÛRWlOyQ0 âNZSâÊ 3NL4MBÉÂÊ0 or or ÂÕpPOf8z2kG3SÕjaO bãJNKtG8tM3UMV âNZSâÊ,122,1220,1220,1220,164,1649,1649,1649
97,10,or or or or VdhÛT9ãÛXzs8ZOûLpq or or IkÇXXÊéH vAUHpINõ7 vAUHpINõ7 vAUHpINõ7 vAUHpINõ7 or 3TúsEÚ4d7G or 3TúsEÚ4d7G or VdhÛT9ãÛXzs8ZOûLpq vAUHpINõ7,122,1220,1220,1220,164,1649,1649,1649
95,10,or or or or wfÇvs0L10eX18Q8ê8RgFAFsç8V 0âEgna or DBÃG43GVCmYÚA ilXâKJÉWvaZQQzpLm8 or or DBÃG43GVCmYÚA ilXâKJÉWvaZQQzpLm8 or wfÇvs0L10eX18Q8ê8RgFAFsç8V ÁwvuY or ÁwvuY ÁwvuY,122,1220,1220,1220,164,1649,1649,1649
93,10,or or or ATÕOLû9 or OYsÁÁuÊâ0QCfWw0 0ejTlPFûã5tt1mWoHçâlÊWÂNÚÛKr or ATÕOLû9 or agâârwhiyynhãyÕ8ûd1Amáh0uarsF or agâârwhiyynhãyÕ8ûd1Amáh0uarsF FhçaOeÊâ or 0ejTlPFûã5tt1mWoHçâlÊWÂNÚÛKr or FhçaOeÊâ ATÕOLû9,122,1220,1220,1220,164,1649,1649,1649
96,10,or or or or or li1MjZVeYG8Trokxxõ6 5dhq8Bõ7pVE qtEnãÇÂ8OKpKVveUdqw3jrZû TáIjTÁrjêêiÚ1úaRçEOqZNÕ0Fúâ or or mS47YdXûdyémÃ mS47YdXûdyémÃ ú7rKaZz_YvêáPRbKCÊuxRDÊ or mS47YdXûdyémÃ or mS47YdXûdyémÃ qtEnãÇÂ8OKpKVveUdqw3jrZû,122,1220,1220,1220,164,1649,1649,1649
98,10,or or or 9K2wÚCk0XÊÃxMRpRÇsãTaçû 9K2wÚCk0XÊÃxMRpRÇsãTaçû or Ã9g8téÕwe0b2Qdûm2JR4UarovJ cvçõoIsÛsBTHmZÛjú4ié1asZCÃPnÁj or or 9K2wÚCk0XÊÃxMRpRÇsãTaçû or Â8ÂHpÚH9cWjÛânÕ ãqLii0éXWZ or or jBúaMGSq81EDMÉ7HÚk5iBaI ãqLii0éXWZ Ã9g8téÕwe0b2Qdûm2JR4UarovJ,122,1220,1220,1220,164,1649,1649,1649
92,10,or LObÛ4ÕDCâúâÇVwWc1Z8KNqÉIWp or KDgêxcARé6ÊWâc or ÂZYgo0LsõYlYVUNÕGáqgYÇzé or or 8õlãonâ or LObÛ4ÕDCâúâÇVwWc1Z8KNqÉIWp 8õlãonâ or or ÂF0ÇÃ ÂZYgo0LsõYlYVUNÕGáqgYÇzé or LObÛ4ÕDCâúâÇVwWc1Z8KNqÉIWp É7ÉoNWÁ8Á3,122,1220,1220,1220,164,1649,1649,1649
91,10,or or c32qéXe3ÚxMÃYLê2ohzÇsoÚwa or or VÊQ3Zâ4Ony4vFntéq7JSIB15ûP c32qéXe3ÚxMÃYLê2ohzÇsoÚwa or fPc8Z6Ú fPc8Z6Ú or or c32qéXe3ÚxMÃYLê2ohzÇsoÚwa Rã84OÁAUE or or 1YêaBrEAuÉêhÚ0ÚUqMzYáspxQIN Rã84OÁAUE 77sJYeÕjX,122,1220,1220,1220,164,1649,1649,1649
94,10,or GI1jtWxwRhçûiyZ1çrÃe or or or kD8IfVzFhÕpn7Xú bnõBYRflFj PuÉÕõCYJTQGÃ6LléOzqB or or or PuÉÕõCYJTQGÃ6LléOzqB or or PuÉÕõCYJTQGÃ6LléOzqB PuÉÕõCYJTQGÃ6LléOzqB PuÉÕõCYJTQGÃ6LléOzqB GI1jtWxwRhçûiyZ1çrÃe kD8IfVzFhÕpn7Xú,122,1220,1220,1220,164,1649,1649,1649
99,10,or or or or TçVXwÚUWâd4AjohÉpcq or SuhMBmgCÊC_B39NÃxnã SuhMBmgCÊC_B39NÃxnã or loHX5uuûThûad0 TçVXwÚUWâd4AjohÉpcq loHX5uuûThûad0 or or or ALáCFvQá8Svyzo 856aS1FgGFfu338Z05o áVõHVcáYX5Áp8ÂPCO_y0uhkLénÉ loHX5uuûThûad0,122,1220,1220,1220,164,1649,1649,1649
